,id,image_link,group_id,entity_name,entity_value,numeric_value,unit,ocr_text
20250,240512,https://m.media-amazon.com/images/I/51m3lvjKg+L.jpg,810266,height,3.7 inch,3.7,inch,2.3in 5
20252,240514,https://m.media-amazon.com/images/I/41iHKUBXPuL.jpg,347404,height,5.9 inch,5.9,inch,"5.5"" 5.9"" 11.2"" 5.9"" 4.75"
20254,240516,https://m.media-amazon.com/images/I/618dJNAE6jL.jpg,558806,height,5.78 inch,5.78,inch,"prqdVcT INFORMATION aga 0 Suitable for many size cakes 6.3in 12"" 10"" 8"
20256,240518,https://m.media-amazon.com/images/I/512DR0sEizL.jpg,416664,height,40.0 centimetre,40.0,centimetre,Product size 1 2CM/O. .78IN 8CM/3. 15IN 77.SCM/30.= SIN
20258,240520,https://m.media-amazon.com/images/I/518VGi-JgzL.jpg,978900,height,3.0 inch,3.0,inch,6 Inch 3 Inch
20260,240522,https://m.media-amazon.com/images/I/51lZkAaV2hS.jpg,142748,height,147.0 centimetre,147.0,centimetre,Travelmate 41 XL Durchmesser perfekt fiur mehrere Personen cm Spannweite:
20262,240524,https://m.media-amazon.com/images/I/51CI2W1YlcL.jpg,810266,height,85.0 millimetre,85.0,millimetre,95mm/3.74in 85mm/3.35in 15mm/o.59in 45mml1.77in
20264,240526,https://m.media-amazon.com/images/I/616a-FJp27L.jpg,311997,height,2.7 inch,2.7,inch,Fouf Level Adjustable Heighl Suitable for moststyles ofshoes 18.5cml 7.2in 16.5cm/ 3 6.4in 11cml 4.3in 7cml 2.7in 25.5cm/10in
20266,240528,https://m.media-amazon.com/images/I/51oYO8HFu-L.jpg,433914,height,210.0 centimetre,210.0,centimetre,"90 cm( 35.4"" ) 8 2 6 ~"
20268,240530,https://m.media-amazon.com/images/I/51VlA-+WkEL.jpg,826444,height,4.7 inch,4.7,inch,4.7 in / 12 cm 6.4 in / 16.3 cm
20270,240532,https://m.media-amazon.com/images/I/51Q6JrKkzcL.jpg,418233,height,175.0 millimetre,175.0,millimetre,"3.7"" 4.9"" 95 Mm 125 mM 78 85mm 3.3"""
20272,240534,https://m.media-amazon.com/images/I/61CyqtAhtDL.jpg,931856,height,800.0 millimetre,800.0,millimetre,91mm/3.6in 800mm/31.4in
20274,240536,https://m.media-amazon.com/images/I/51XY2nnkbTL.jpg,412008,height,5.25 inch,5.25,inch,5.25 in. (13.3 cm) 11.6 in: (29.5 cm) 11.6 in:  (29.5 cm)
20276,240538,https://m.media-amazon.com/images/I/31x5Pi+h8kL.jpg,488883,height,39.88 centimetre,39.88,centimetre,39.88cm 65.02cm 65.02cm
20278,240540,https://m.media-amazon.com/images/I/61483ykzqJL.jpg,244283,height,150.0 centimetre,150.0,centimetre,100 x 150cm Magnetic Whiteboard 0 1 1
20280,240542,https://m.media-amazon.com/images/I/51jt46VU1cL.jpg,478357,height,74.0 centimetre,74.0,centimetre,75cm 5 18Ocm
20282,240544,https://m.media-amazon.com/images/I/61FbXUwCn-L.jpg,866516,height,95.0 millimetre,95.0,millimetre,95mm (3.75 inch) 9Omm 73.55 inch)
20284,240546,https://m.media-amazon.com/images/I/51NKDtRhx3L.jpg,844474,height,42.0 centimetre,42.0,centimetre,"""ac I7ia Bomg 42cm 32cm"
20286,240548,https://m.media-amazon.com/images/I/613nh+ceIPL.jpg,745387,height,32.94 inch,32.94,inch,"32.94"" 59.62"" 15.75"""
20288,240550,https://m.media-amazon.com/images/I/51R4ha+uL5L.jpg,276611,height,177.0 centimetre,177.0,centimetre,177cml 19.2cm 64.3cm
20290,240552,https://m.media-amazon.com/images/I/51hNUGGNh6S.jpg,142748,height,269.0 centimetre,269.0,centimetre,330cm 1
20292,240554,https://m.media-amazon.com/images/I/41kFN1yxU3L.jpg,521308,height,35.0 inch,35.0,inch,"114""_ 114 35 41"
20294,240556,https://m.media-amazon.com/images/I/61EolTzBDCL.jpg,866516,height,19.0 centimetre,19.0,centimetre,19cm 19cm 19cm 19cm 19cm
20296,240558,https://m.media-amazon.com/images/I/5197n97CI0L.jpg,752266,height,28.0 centimetre,28.0,centimetre,5cm 1 3 { 8 L 28cm 22cm
20298,240560,https://m.media-amazon.com/images/I/51UWBeEbcfL.jpg,648011,height,29.0 millimetre,29.0,millimetre,10mm 29mm BASE:E1O ! Lemm
20300,240562,https://m.media-amazon.com/images/I/51qjGUp1YHL.jpg,296275,height,12.5 centimetre,12.5,centimetre,12.5 cm 21.5 cm 43.5 cm
20302,240564,https://m.media-amazon.com/images/I/51iLhir1WXL.jpg,416664,height,186.0 centimetre,186.0,centimetre,66CM E27*3 [
20304,240566,https://m.media-amazon.com/images/I/61EWf6QXLWS.jpg,594224,height,2.1 inch,2.1,inch,0.98inch It can hold about 2800 1 resin diamonds 1 .6inch 22cm/8.E { 9
20306,240568,https://m.media-amazon.com/images/I/51MRtfXB-DL.jpg,702157,height,3.94 inch,3.94,inch,StonyLab 8 24/40 3.94 in 100 mm 0.39 in 10 mm
20308,240570,https://m.media-amazon.com/images/I/51A+RkY6yvL.jpg,235313,height,12.0 inch,12.0,inch,"1 Yz"" Deep F 0 Do ALL 6 Y2"" Wide outoooRs"
20310,240572,https://m.media-amazon.com/images/I/51jOXR-l1pS.jpg,681445,height,15.0 inch,15.0,inch,"15"" 4"""
20312,240574,https://m.media-amazon.com/images/I/612fxGU5BEL.jpg,849273,height,11.0 centimetre,11.0,centimetre,"34-7>v7 75 *11""F 3-J1-E-V>) 21.5cm llcm"
20314,240576,https://m.media-amazon.com/images/I/613jUqWlZEL.jpg,846116,height,20.0 centimetre,20.0,centimetre,"JM ZATatu+w7sYk [z60JY] STORIA j# + IN JI STORIA STO-25COZNC S}RZ 4K8K 10~3,224MHz BS/CS OUT ""z> ; h_JlRa 8K4K XE; 2Ocm"
20316,240578,https://m.media-amazon.com/images/I/41YUDNQiioL.jpg,311997,height,48.0 inch,48.0,inch,"48in 121,9cm 4555n 34 Cm 23.18 fn 59 9 cm Shelf Weight Capacity 200.6 Ibs/91 kg 800.2 Ibs/363 kg Capacity per shelf Total max load"
20318,240580,https://m.media-amazon.com/images/I/61-r6CPurgL.jpg,161371,height,5.1 inch,5.1,inch,"Mirror Link Function Supports Support Android/ iPhone mirror link,through phone's original USB line Can synchronized to the car radio screen: Supports IOS 13.4/Android 10.1 and below phones ENTER  91siC UPs/FM/CARD/Dvr/Rear View PLAYER 5.1 IPS OIM 0 DV? () b Mirfor Link DSP CAnd AAaulo 100m Wentltked Ceudneg NC Android IOS"
20320,240582,https://m.media-amazon.com/images/I/51YRlN-SDnL.jpg,231838,height,132.0 millimetre,132.0,millimetre,132mm 128mm 11Omm
20322,240584,https://m.media-amazon.com/images/I/51duYPkt-OL.jpg,625310,height,4.0 inch,4.0,inch,"(a3_8it Specifications: LB-PS14O1D 4"" 60 WATTS MAX POWER LB-PS1401S 4"" 80 WATTS MAX POWER"
20324,240586,https://m.media-amazon.com/images/I/51van2tzQCS.jpg,801829,height,11.0 inch,11.0,inch,"8 8 18"" 58 190 cm(74.8"" cm(22."
20326,240588,https://m.media-amazon.com/images/I/51txYzuiiwL.jpg,161371,height,9.3 inch,9.3,inch,"product nnnio Porinb ( Wfolos: Catplay Car Stotco Malh Sk Dash 9,3"" Touch Sco ndtold Aulo Madal NumborT84F Hvin:tece FCC ID 2a51w-T86 cId 28527-180 220802074233 Wcn China Froqucn 2402 0 KHz 2480 OMAZ Rer9"""
20328,240590,https://m.media-amazon.com/images/I/512+qzYC8EL.jpg,681445,height,18.0 centimetre,18.0,centimetre,7-8 cm / 2.75-3.15 inch 18 cm 7 inch
20330,240592,https://m.media-amazon.com/images/I/419Cr1QiHMS.jpg,120219,height,25.5 centimetre,25.5,centimetre,; 8 13 3 22cm/8.66in 5cm/5. 1in
20332,240594,https://m.media-amazon.com/images/I/51VzRWLi4+L.jpg,142748,height,109.0 centimetre,109.0,centimetre,"51""/131CM ZAFFIRO 42""/109cm 35""/9lcm 8 Total Weight: 1.10LB 7.4""/19cm"
20334,240596,https://m.media-amazon.com/images/I/618CvapMXLL.jpg,842944,height,1.01 inch,1.01,inch,Length: 27.6in 0.90in 1.01in 0.80in 3.93in 1 0.32in'
20336,240598,https://m.media-amazon.com/images/I/31MU5112kvL.jpg,436746,height,5.1 inch,5.1,inch,5.1 in 13 cm 5.1 in 13 cm
20338,240600,https://m.media-amazon.com/images/I/414VxesNIpL.jpg,589105,height,10.0 inch,10.0,inch,"10"" 8"""
20340,240602,https://m.media-amazon.com/images/I/613c7fg7cpL.jpg,442321,height,71.0 centimetre,71.0,centimetre,60 120 876 3 g 815 cm J120kg cm
20342,240604,https://m.media-amazon.com/images/I/61-hAKorgBL.jpg,416664,height,68.0 centimetre,68.0,centimetre,68cm 26.5cm Size: L26.5*W23*H68CM Color: gold+white Voltage: 110v Material: Resin-Fabric Process:Sculpture Light source: LED Area: 5-10 square meters Space: room/bedroom/study room/corridor/dining room living
20344,240606,https://m.media-amazon.com/images/I/61+Cr+YaEVL.jpg,278850,height,8.26 inch,8.26,inch,8.26 in 5.9 in
20346,240608,https://m.media-amazon.com/images/I/61Dp5PRGEIL.jpg,860821,height,7.5 inch,7.5,inch,"Portable and Compact _ 5.2"" i? iPhone  1-3.5"" iphone 6S Plus"
20348,240610,https://m.media-amazon.com/images/I/51Ex9OGbSJL.jpg,752266,height,16.0 inch,16.0,inch,11 In 16 In
20350,240612,https://m.media-amazon.com/images/I/615Ktu22T-L.jpg,261553,height,55.0 centimetre,55.0,centimetre,55cm/21.65in 8 25cm 2 8
20352,240614,https://m.media-amazon.com/images/I/51ex0O-961L.jpg,963595,height,63.0 centimetre,63.0,centimetre,#X Xlt) # = (aigte 1 KRHo + 4 xkebt  R##ABiI y 22 2+va*y 63cm 4.2cm 3cm
20354,240616,https://m.media-amazon.com/images/I/51Way1+9PJL.jpg,648011,height,110.0 millimetre,110.0,millimetre,35mm 1.38[in] I1Omm 4.33[in]
20356,240618,https://m.media-amazon.com/images/I/51SN307KXDL.jpg,375438,height,7.87 inch,7.87,inch,"DR.UANG LIGHTWEIGHT AND LARGE CAPACITY GARDENING SERIES 3.14"" 5.31"" 6.3"" 2.0L DRUANG CAADENINC SEMES 1/2 gallon CAPACITY 6.1"" 7.87"""
20358,240620,https://m.media-amazon.com/images/I/51TqF7HC-rL.jpg,849273,height,9.5 centimetre,9.5,centimetre,"SIZE DISPLAY 4 989 4 1 r 6 8 - 8 3 2 (22.Scm) .86"""
20360,240622,https://m.media-amazon.com/images/I/51ncQNftU9L.jpg,752266,height,470.0 millimetre,470.0,millimetre,7 4 8 4 8 1 0 250mm 240 mm
20362,240624,https://m.media-amazon.com/images/I/51AUCqSmQsL.jpg,931856,height,13.34 inch,13.34,inch,13.34in /34cm
20364,240626,https://m.media-amazon.com/images/I/51L8-J8glpL.jpg,826249,height,33.5 centimetre,33.5,centimetre,0 1  0
20366,240628,https://m.media-amazon.com/images/I/611y-M1FefS.jpg,549052,height,24.0 centimetre,24.0,centimetre,PRODUCT SIZE Shark 24cm
20368,240630,https://m.media-amazon.com/images/I/6144ki3rJjL.jpg,416664,height,26.5 centimetre,26.5,centimetre,1 145cm
20370,240632,https://m.media-amazon.com/images/I/51SUk9apZmL.jpg,866516,height,143.0 centimetre,143.0,centimetre,143cm 30cm S1cm
20372,240634,https://m.media-amazon.com/images/I/51ze+o6WgML.jpg,311997,height,142.4 centimetre,142.4,centimetre,"VICCO 5 1 26,8 cm 33,6 cm 100,2 cm 29,6 cm 70,4 cm"
20374,240636,https://m.media-amazon.com/images/I/619NoD04neL.jpg,276611,height,203.0 centimetre,203.0,centimetre,203cml 53cm 137cm
20376,240638,https://m.media-amazon.com/images/I/51-AK-NtkKL.jpg,860821,height,13.6 inch,13.6,inch,13. 6inch 12. 5inch
20378,240640,https://m.media-amazon.com/images/I/618w0Apk4NL.jpg,571756,height,30.0 inch,30.0,inch,"Variable Frequency Automatic Constant Temperature Touch sensing, chip operation, accurate constant temperature Intelligent constant temperature: 'C According to the water to set 45 temperature; intelligent automatic adjustment using power for a better use electricity water Ordinary water heater +18C 50 Set temperature Our water heater 40 -18C 30 20 10 Time"
20380,240642,https://m.media-amazon.com/images/I/51zlbX3NxtS.jpg,235693,height,1.89 inch,1.89,inch,"Musiclily Unit: mm(inch) 3.6mm (9/64 14mm (0.551"") 8mm 19mm (5/16"") (/4"") 20.5mm 41.3mm (0.807"") (1-5/8"") 35mm (1-9/64"") 2.25mm 48mm 03.5mm (0.089"") (1-57/64"") (#6-32)"
20382,240644,https://m.media-amazon.com/images/I/51y-j1aRf-L.jpg,823083,height,5.89 inch,5.89,inch,5.89 in 15 cm 3.54 in / 9 cm
20384,240646,https://m.media-amazon.com/images/I/41UHsbdvGmS.jpg,478357,height,42.0 centimetre,42.0,centimetre,5 55 110 cm cm
20386,240648,https://m.media-amazon.com/images/I/610RTt1MnkL.jpg,801829,height,81.5 centimetre,81.5,centimetre,45 6 3 41 6 8 6 7 60 56 cm cm cm cm
20388,240650,https://m.media-amazon.com/images/I/614-r5-eHPL.jpg,437623,height,12.0 inch,12.0,inch,Compatible with a of game cards Rekea Reken Anac Ancc A388 16384 Rci 4 3 10 inch 1 12 inch Can hold 360 cards variety '
20390,240652,https://m.media-amazon.com/images/I/61Cg4KO5lwL.jpg,180410,height,19.0 centimetre,19.0,centimetre,U 1 4inch/g.Scm L.l8inch/3cm 3.7
20392,240654,https://m.media-amazon.com/images/I/61-XlUDPDhL.jpg,478357,height,30.0 inch,30.0,inch,"94.0"" 43.0"" 30.0"""
20394,240656,https://m.media-amazon.com/images/I/612zf0N0qJL.jpg,751532,height,99.4 centimetre,99.4,centimetre,"120 kg 8 8 { g 1 ,4 15 217, cm cm cm 145,4"
20396,240658,https://m.media-amazon.com/images/I/611xBnJNM3S.jpg,488883,height,30.0 centimetre,30.0,centimetre,"30cm/11.8"" 30cm/11.8"""
20398,240660,https://m.media-amazon.com/images/I/51lB2ViXnxL.jpg,965725,height,8.5 inch,8.5,inch,"85""/21 CM 12w / 30 CM"
20400,240662,https://m.media-amazon.com/images/I/51-YFfJLaNL.jpg,648011,height,23.0 millimetre,23.0,millimetre,9mm 23mm 0
20402,240664,https://m.media-amazon.com/images/I/51da+K1DftL.jpg,640408,height,12.0 centimetre,12.0,centimetre,1 3 2.9c1/1.14in
20404,240666,https://m.media-amazon.com/images/I/51rmWnh2BUL.jpg,675680,height,15.2 centimetre,15.2,centimetre,Medidas: Diseno inclinado 19.5 cm 15.2 cm 19.5 cm
20406,240668,https://m.media-amazon.com/images/I/618H0GYOlBL.jpg,648011,height,4.7 inch,4.7,inch,ili 0 E26 Do not touch during use F~5.6inch 8OW/125W/16OW >30cm(12 inch)+ Do not install at an angle Distance Correct Installation Angle Wrong Installation Angle SURFACs E( TOUCh NOT Use
20408,240670,https://m.media-amazon.com/images/I/51Y7wdZ0NWL.jpg,351022,height,835.0 millimetre,835.0,millimetre,baridi 8 7 545mm
20410,240672,https://m.media-amazon.com/images/I/61AI5hYGvyL.jpg,866516,height,12.2 inch,12.2,inch,y 12.2 in / 31 cm 9.84 in / 25 cm
20412,240674,https://m.media-amazon.com/images/I/51gmVnut5wL.jpg,311997,height,35.0 inch,35.0,inch,"26.5"" 10"" 12.5"" 35"" 10"" 15.5"""
20414,240676,https://m.media-amazon.com/images/I/6124R3YwbxL.jpg,478357,height,50.0 centimetre,50.0,centimetre,"50.8cm 20"" 46cm 18"" 50cm 19.5"" Space W37cm 14.6"" x D4Ocm 15.75"" x H1S.Zcm / 6"" x lpc 1Ocm 4"" Inner drawer W32.6cm 12.8"" x D28_Scm 14.2"" x H9.Scm 3.75"" X Ipc Net Weight 29 lb )"
20416,240678,https://m.media-amazon.com/images/I/41iHYHCUMhL.jpg,304120,height,98.0 millimetre,98.0,millimetre,60mm 3 98mm 2Omm SOmm 7Omm
20418,240680,https://m.media-amazon.com/images/I/61DC7KYz20L.jpg,594224,height,5.5 centimetre,5.5,centimetre,PRODUCT SIZE 1 1 22cm/8.66inch Weight:110g 3cm A18inch
20420,240682,https://m.media-amazon.com/images/I/6129mbyiABL.jpg,746096,height,872.2 millimetre,872.2,millimetre,"Breite 1450,9 mm kUl 2 08 2 9 Tiefe 25,7 mm Breite StandfuB Tiefe Standfub 1076,3 mm 274,0 mm SAMNSUNG CLED"
20422,240684,https://m.media-amazon.com/images/I/61DEn0FgLoL.jpg,115666,height,42.0 inch,42.0,inch,"42 48"" 25"""
20424,240686,https://m.media-amazon.com/images/I/31sOZRhYkkL.jpg,801829,height,36.2 inch,36.2,inch,"36.2"" '27.6""- 24.4"""
20426,240688,https://m.media-amazon.com/images/I/51c6yZFEGUL.jpg,752266,height,250.0 millimetre,250.0,millimetre,1 46 65 mm mm mm 720=
20428,240690,https://m.media-amazon.com/images/I/51DvZ7BhEyL.jpg,351134,height,4.0 centimetre,4.0,centimetre,8.8cml 9.9cm  113cm aoria 12/5cm 3 3.7cm 4cm 4cm Acm
20430,240692,https://m.media-amazon.com/images/I/610AD6lJbBL.jpg,916768,height,4.5 inch,4.5,inch,"Height Width Depth Volume 4.5"" 8"" 3.5"" 24 Oz 710 ml"
20432,240694,https://m.media-amazon.com/images/I/51RORzazmeL.jpg,178778,height,3.9 inch,3.9,inch,3.9 in / 10 cm 8.6 in / 22 cm 21 cm in / 5.5
20434,240696,https://m.media-amazon.com/images/I/51PWGeRi+LL.jpg,478357,height,24.0 inch,24.0,inch,"Product Size 24"" 16"" 22"" Size: inch"
20436,240698,https://m.media-amazon.com/images/I/51SNLVODq5L.jpg,436746,height,11.8 inch,11.8,inch,PRODUCT SIZE 11.8 in / 30.0 cm 5.9 in / 15.0 cm
20438,240700,https://m.media-amazon.com/images/I/51H-YK4UlQL.jpg,728511,height,380.0 millimetre,380.0,millimetre,innovator WALL CALENDAR M 340x380mm 2024
20440,240702,https://m.media-amazon.com/images/I/51DZS61Uj6L.jpg,858439,height,0.8 metre,0.8,metre,0.8mm / 0.3in 8 3
20442,240704,https://m.media-amazon.com/images/I/51h3bFk+5dL.jpg,483370,height,30.0 centimetre,30.0,centimetre,Product size 3OCM 14CM
20444,240706,https://m.media-amazon.com/images/I/51CRUZlYgSL.jpg,823083,height,5.71 centimetre,5.71,centimetre,4.8 in 12.19cm 2.25 in 5.71 cm
20446,240708,https://m.media-amazon.com/images/I/41LvufqKtTL.jpg,702157,height,7.88 inch,7.88,inch,3 7.8 in / 20 cm P h 4  `  3.9 in 10 cm
20448,240710,https://m.media-amazon.com/images/I/61AeE7v5voL.jpg,525429,height,48.5 centimetre,48.5,centimetre,VEVOR Size: 11 in x 6 in * 19 in / 29 cm *15.5 cm X 48.5cm 1 4 ! 8 1 1 4 VEVOR' Bim 15.5cm Z0cm Min 29cm 6in
20450,240712,https://m.media-amazon.com/images/I/51vg7Gy8OBL.jpg,365756,height,25.0 centimetre,25.0,centimetre,Dimensions 25cm Waist is up to 130cm 7.5-12.5cm 3 stages can be adjusted circumference up to 8Ocm Leg
20452,240714,https://m.media-amazon.com/images/I/51S3+5O4rOL.jpg,931856,height,11.5 centimetre,11.5,centimetre,"5.3"" / 13.5cm 2.8"" / 7cm 2.6"" / 6.5cm T 4.5"" / 11.5cm 2.8"" / 7cm 2.8"" / 7cm F2.6"" / 6.5cm 7 F 2.6"" / 6.5cm"
20454,240716,https://m.media-amazon.com/images/I/61A3k0deknS.jpg,844474,height,44.0 centimetre,44.0,centimetre,backpack size: 5 (17inch) 13cm 28cm (Sinch) (11inch) IMAGE
20456,240718,https://m.media-amazon.com/images/I/51I7635k5WL.jpg,599317,height,10.0 centimetre,10.0,centimetre,4.5cm/1.77in 7cm/2.75in A B 1 1 SLEEP ONIOFF
20458,240720,https://m.media-amazon.com/images/I/51V79zwbFwL.jpg,844474,height,400.0 millimetre,400.0,millimetre,FOLDED 1 1 40mm 140mm 9Omm 260mm
20460,240722,https://m.media-amazon.com/images/I/51ywEIYe7kL.jpg,183388,height,26.0 inch,26.0,inch,"Product Parameter 3.2"" 3 4 26.6"" 15.6"""
20462,240724,https://m.media-amazon.com/images/I/51+XDToGTOL.jpg,173193,height,37.5 millimetre,37.5,millimetre,Coo (€ 37.Smm RXiN 6uF+5% CBB61 50/60Hz AC 450V 40/70/21 D.PO SH.E 20mm 47mm
20464,240726,https://m.media-amazon.com/images/I/51CeDFy8MwL.jpg,966823,height,32.0 centimetre,32.0,centimetre,"Detachable 1 9 Scm/3.74"" 23cm/9"""
20466,240728,https://m.media-amazon.com/images/I/61AgMSTWh3L.jpg,231838,height,11.0 centimetre,11.0,centimetre,9cm/3.54in 11cm/4.33in 14cm/5.51in
20468,240730,https://m.media-amazon.com/images/I/611ru1VDRgL.jpg,810266,height,6.5 centimetre,6.5,centimetre,"Official Licensed Product 6,5 cm /2.56 in 6,5 cm 2.56 in 5 cm/ 1.97 in 11 cm / 4.33 in Designed & Developed 100 ml/ 3.38 fl 0z in Germany"
20470,240732,https://m.media-amazon.com/images/I/51YAT0VBRBL.jpg,478357,height,42.0 inch,42.0,inch,"Filla 27.5"" 27.5' Umbrella Hole: 1.96"" 42"""
20472,240734,https://m.media-amazon.com/images/I/51Kc2tCiWxL.jpg,549052,height,6.6 centimetre,6.6,centimetre,6
20474,240736,https://m.media-amazon.com/images/I/615hK-V31mL.jpg,407921,height,3.3 inch,3.3,inch,Inkless Pocket Printer Print All Kinds Of Required Labels And Stickers QR Codes F OCR L OCR Text W Recognition 1 T Files Printing Webpage Printing 3.3 inch Aa Pictures Text Notes Lists Labels
20476,240738,https://m.media-amazon.com/images/I/51Fh5Km086L.jpg,844474,height,39.0 centimetre,39.0,centimetre,"1 34cm/13.4"""
20478,240740,https://m.media-amazon.com/images/I/51jw5BwiimL.jpg,885572,height,85.0 centimetre,85.0,centimetre,Fedal size 23* 24cm 110cm 23cm 125cm Z1cm 90cm 26cm Pane length 94cm 34cm 85cm
20480,240742,https://m.media-amazon.com/images/I/518UiPl6xiS.jpg,524117,height,23.0 centimetre,23.0,centimetre,23cm1 9.05in 1450g 21cm 8. 26in 31cm 12.20in
20482,240744,https://m.media-amazon.com/images/I/614kSTGO7bL.jpg,339406,height,13.4 inch,13.4,inch,KIT INCLUDES Air Air 9 9 W!V JV X1 X2 X6 X5 hand pump Replacement Sealing Clips Sous Vide air valves Clips 11.8 in 10.2 in 8.2 in Le Nuc: EE 'MLO n 13.4 in in Datr: 8.6 in X1O X1o X1o 0 0 Bag
20484,240746,https://m.media-amazon.com/images/I/61Fo29xtjgS.jpg,470067,height,15.69 inch,15.69,inch,HOLES FOR INSTALLATION DIMENSIONS HOLE SPOUT REACH 9.5 inches 3 HOLE 2 ADDITIONAL INFORMATION 8 MINIMUM CLEARANCE To Bacishessh 1 SUPPLY LINES Included HOLE SIZE 1.25-1.5 inches WATER SUPPLY CONNECTION 375 inches OPTIONAL DECK PLATE Purchase RP64O7OBL separately Covers pre-existing holes DELTA 10.5 inches wide see what Delta can do 8 inches between hole centers
20486,240748,https://m.media-amazon.com/images/I/61GI2RfGr+L.jpg,866516,height,15.0 centimetre,15.0,centimetre,1 3.1Sin/8cm 9.84in/25cm
20488,240750,https://m.media-amazon.com/images/I/51ivYDalCHL.jpg,842944,height,70.0 millimetre,70.0,millimetre, 65mm
20490,240752,https://m.media-amazon.com/images/I/618VVh4teyL.jpg,599772,height,13.0 centimetre,13.0,centimetre,36cm 3 31cm Scm 25cm
20492,240754,https://m.media-amazon.com/images/I/616DWKtrv1L.jpg,843434,height,160.0 millimetre,160.0,millimetre,2 3 1 Petz 1 lifew =  1 A 5 170mm/6.69in 1 FISH TANK 2 LED LIGHT (USB) 3 WATER PUMP (USB) 4 YELLOW SPONG 5 WHITE SPONGE 180mm/7.08in
20494,240756,https://m.media-amazon.com/images/I/51+jr81wUXL.jpg,961155,height,40.0 millimetre,40.0,millimetre,LOmm With Rubber Feet: 43.5mm ' = 122mm With Screws: 128mm 154mm
20496,240758,https://m.media-amazon.com/images/I/51s-KUwaN1L.jpg,913156,height,2.6 inch,2.6,inch,"2.6"" 2.6"""
20498,240760,https://m.media-amazon.com/images/I/619YkuZCLsL.jpg,648011,height,10.0 inch,10.0,inch,Control even more with a Philips Hue Bridge 10 Max number 50 of lights 9:41 Living room Iroom Full home New scene Range Relax Read Concentrate Energize Sync lights with music Soho Chinatown and movies Ruby glow Honolulu
20500,240762,https://m.media-amazon.com/images/I/51zaHrc-xwL.jpg,171418,height,21.0 centimetre,21.0,centimetre,2 Inner length:43cm Total length:54cm 4CM 2
20502,240764,https://m.media-amazon.com/images/I/518HqzxikCL.jpg,801829,height,52.0 centimetre,52.0,centimetre,19.5cm 7.7in 42cm 16.5in 8 1 1 8 3 3 8 5
20504,240766,https://m.media-amazon.com/images/I/51oFaoZtEoL.jpg,961155,height,120.0 millimetre,120.0,millimetre,"OpIcc"" 4.72in/120mm 7.0gin/180mm 1.17in/30mm"
20506,240768,https://m.media-amazon.com/images/I/5100x0F4PbL.jpg,558806,height,5.31 inch,5.31,inch,5.31 inch 1.38 inch 3.94 inch M
20508,240770,https://m.media-amazon.com/images/I/61CKIEzGKGL.jpg,823083,height,10.0 centimetre,10.0,centimetre,-SIZE- 10cm 7.5cm REGIPRO b
20510,240772,https://m.media-amazon.com/images/I/4137LUd3skL.jpg,997176,height,27.5 centimetre,27.5,centimetre,"17,5 cm L0 "" 70 ""C 5 BO %C 90""C 100 "" Tefal"
20512,240774,https://m.media-amazon.com/images/I/51jyS8mJ4CL.jpg,978900,height,1.96 inch,1.96,inch,Depth: 1.96inch 9.Sinch 0 d 8 11inch
